chemin,largeur,hauteur,n_vehicules,boite,score,classe,fraction_cadre
dl/data/leboncoin-private/annot/img/0102.jpg,600,800,2,"[72.20709228515625, 199.57508850097656, 505.14361572265625, 544.9341430664062]",0.9989907145500183,car,0.31149697587753955
dl/data/leboncoin-private/annot/img/0103.jpg,641,800,2,"[58.098838806152344, 381.5285949707031, 596.81640625, 693.9547729492188]",0.9978535771369934,car,0.3282165963462647
dl/data/leboncoin-private/annot/img/0104.jpg,600,800,2,"[28.83025360107422, 170.85568237304688, 577.0015869140625, 623.1835327148438]",0.9988645315170288,car,0.516569085034293
dl/data/leboncoin-private/annot/img/0106.jpg,600,800,1,"[26.702613830566406, 233.83602905273438, 588.423583984375, 616.7886352539062]",0.9975863695144653,car,0.44815106141302435
dl/data/leboncoin-private/annot/img/0107.jpg,487,800,2,"[2.9083194732666016, 314.19805908203125, 460.02716064453125, 599.6742553710938]",0.9976446032524109,car,0.3349500719446528
dl/data/leboncoin-private/annot/img/0108.jpg,450,800,2,"[37.345703125, 302.3095703125, 420.9246826171875, 656.9796142578125]",0.9814779758453369,car,0.3778999264249785
dl/data/leboncoin-private/annot/img/0110.jpg,600,800,2,"[0.0, 295.3092346191406, 600.0, 619.5059204101562]",0.9981139898300171,car,0.40524585723876955
dl/data/leboncoin-private/annot/img/0112.jpg,1024,614,2,"[224.1121063232422, 92.38712310791016, 796.8516845703125, 510.36627197265625]",0.9846204519271851,car,0.3807531323748984
dl/data/leboncoin-private/annot/img/0113.jpg,1024,768,1,"[64.33768463134766, 280.31866455078125, 799.5791625976562, 676.5462646484375]",0.9964087605476379,car,0.37043630766149427
dl/data/leboncoin-private/annot/img/0114.jpg,600,800,5,"[43.364410400390625, 221.74403381347656, 528.4608764648438, 652.4864501953125]",0.9976702332496643,car,0.4353158832726913
dl/data/leboncoin-private/annot/img/0115.jpg,600,800,5,"[106.011474609375, 247.1754608154297, 600.0, 750.1162109375]",0.97695392370224,car,0.5175978323159507
dl/data/leboncoin-private/annot/img/0116.jpg,600,800,1,"[56.001617431640625, 156.84642028808594, 550.307861328125, 563.435302734375]",0.9992843270301819,car,0.4187071318585299
dl/data/leboncoin-private/annot/img/0117.jpg,800,600,5,"[172.71881103515625, 68.34674072265625, 613.9534912109375, 442.14984130859375]",0.9983921647071838,car,0.343614357366149
dl/data/leboncoin-private/annot/img/0118.jpg,800,600,1,"[86.94513702392578, 128.88015747070312, 681.2178955078125, 508.60235595703125]",0.9947591423988342,car,0.47012199656674203
dl/data/leboncoin-private/annot/img/0120.jpg,600,800,1,"[21.18962860107422, 108.40507507324219, 564.611572265625, 562.7813720703125]",0.9939444661140442,car,0.514412605144269
dl/data/leboncoin-private/annot/img/0121.jpg,1024,461,3,"[226.48434448242188, 46.081661224365234, 754.7251586914062, 362.9266662597656]",0.983730137348175,car,0.35455036486143754
dl/data/leboncoin-private/annot/img/0122.jpg,1024,768,1,"[3.017559766769409, 101.12789154052734, 918.2144775390625, 663.5088500976562]",0.9984771609306335,car,0.6544613137376303
dl/data/leboncoin-private/annot/img/0124.jpg,1024,462,3,"[0.0, 6.844102382659912, 983.6455688476562, 446.7740478515625]",0.999323844909668,car,0.9147032718307737
dl/data/leboncoin-private/annot/img/0125.jpg,1024,768,2,"[80.74498748779297, 90.80545806884766, 931.7056884765625, 646.907470703125]",0.9990131855010986,car,0.6017315654659655
dl/data/leboncoin-private/annot/img/0126.jpg,600,800,2,"[0.4132232666015625, 235.40798950195312, 583.8049926757812, 762.6326293945312]",0.8334552645683289,truck,0.6407885740480181
dl/data/leboncoin-private/annot/img/0127.jpg,601,800,1,"[6.529419422149658, 260.3607482910156, 596.8866577148438, 617.1897583007812]",0.9900010824203491,car,0.43813766408502774
dl/data/leboncoin-private/annot/img/0128.jpg,600,800,3,"[39.66716766357422, 183.87391662597656, 493.80413818359375, 632.857177734375]",0.9697864055633545,car,0.42479145419576453
dl/data/leboncoin-private/annot/img/0131.jpg,451,800,1,"[44.22825622558594, 261.3995056152344, 400.6645812988281, 577.8212890625]",0.9778714776039124,car,0.3125948383178066
dl/data/leboncoin-private/annot/img/0132.jpg,1024,768,1,"[174.96034240722656, 130.94009399414062, 918.1317138671875, 527.8347778320312]",0.9980680346488953,car,0.3750620098278971
dl/data/leboncoin-private/annot/img/0135.jpg,800,542,2,"[6.911041736602783, 123.65045166015625, 748.2235107421875, 529.7557983398438]",0.9985150694847107,car,0.694305713153801
dl/data/leboncoin-private/annot/img/0136.jpg,1024,664,1,"[81.96202850341797, 245.39418029785156, 719.8244018554688, 655.1901245117188]",0.999618649482727,car,0.38443826119855684
dl/data/leboncoin-private/annot/img/0137.jpg,601,800,2,"[38.805152893066406, 166.61532592773438, 596.4028930664062, 699.5385131835938]",0.9923201203346252,car,0.618046516014644
dl/data/leboncoin-private/annot/img/0139.jpg,600,800,1,"[20.352081298828125, 97.80367279052734, 599.52587890625, 612.9407348632812]",0.9701405167579651,car,0.621570601102098
dl/data/leboncoin-private/annot/img/0140.jpg,600,800,1,"[3.6207046508789062, 85.49286651611328, 530.2146606445312, 656.24853515625]",0.9289790987968445,truck,0.6261593446979412
dl/data/leboncoin-private/annot/img/0143.jpg,960,720,1,"[33.99174118041992, 189.27088928222656, 903.8203125, 673.6732788085938]",0.9993364214897156,car,0.6095877292035745
dl/data/leboncoin-private/annot/img/0144.jpg,1024,461,1,"[178.31407165527344, 78.60720825195312, 728.6143798828125, 443.5686950683594]",0.9773834943771362,car,0.4254474365472675
dl/data/leboncoin-private/annot/img/0150.jpg,1024,461,2,"[197.46629333496094, 4.918852806091309, 1024.0, 453.7203674316406]",0.9989743232727051,car,0.7858035762954578
dl/data/leboncoin-private/annot/img/0153.jpg,600,800,2,"[4.8928985595703125, 258.29345703125, 600.0, 738.2369995117188]",0.9978522062301636,car,0.595037105042924
dl/data/leboncoin-private/annot/img/0154.jpg,1024,768,2,"[27.963825225830078, 129.95960998535156, 891.4948120117188, 720.9493408203125]",0.9941579103469849,car,0.6489282550153612
dl/data/leboncoin-private/annot/img/0158.jpg,1024,768,2,"[51.028202056884766, 53.9628791809082, 880.002197265625, 737.4415893554688]",0.9994052648544312,car,0.7204514529082262
dl/data/leboncoin-private/annot/img/0159.jpg,450,800,3,"[5.872716426849365, 297.0207214355469, 441.233154296875, 743.49951171875]",0.9979814291000366,car,0.5399422267704851
dl/data/leboncoin-private/annot/img/0160.jpg,797,800,2,"[5.025152206420898, 136.417724609375, 760.5280151367188, 703.18994140625]",0.9765331149101257,car,0.6715778425649161
dl/data/leboncoin-private/annot/img/0161.jpg,600,800,1,"[38.533058166503906, 262.27691650390625, 582.4248046875, 656.5441284179688]",0.9960979223251343,car,0.4467472551747982
dl/data/leboncoin-private/annot/img/0163.jpg,400,800,1,"[0.0, 0.0, 400.0, 377.87420654296875]",0.9518814086914062,car,0.47234275817871096
dl/data/leboncoin-private/annot/img/0164.jpg,600,800,2,"[23.71392059326172, 3.8870575428009033, 600.0, 656.6893310546875]",0.58812415599823,bus,0.7837517975624383
dl/data/leboncoin-private/annot/img/0165.jpg,1024,768,1,"[102.988037109375, 54.15576934814453, 719.0427856445312, 565.078369140625]",0.9981510043144226,car,0.4002333243511007
dl/data/leboncoin-private/annot/img/0167.jpg,603,800,1,"[69.92972564697266, 107.44596862792969, 603.0, 679.1598510742188]",0.9319229125976562,car,0.6317654978587847
dl/data/leboncoin-private/annot/img/0168.jpg,369,800,2,"[1.3256601095199585, 34.93031692504883, 369.0, 511.0499572753906]",0.7847646474838257,car,0.5930114311473735
dl/data/leboncoin-private/annot/img/0170.jpg,800,600,1,"[81.53999328613281, 155.2738494873047, 701.8375244140625, 550.5305786132812]",0.9972299933433533,car,0.510784944246967
dl/data/leboncoin-private/annot/img/0172.jpg,800,633,2,"[2.94709849357605, 130.6048583984375, 733.6993408203125, 608.5941162109375]",0.9842826724052429,car,0.6897545852183589
dl/data/leboncoin-private/annot/img/0173.jpg,1024,768,1,"[20.6488037109375, 126.16742706298828, 1004.6256103515625, 643.2657470703125]",0.9823281764984131,car,0.6469888733419277
dl/data/leboncoin-private/annot/img/0177.jpg,800,600,1,"[96.7110824584961, 70.8786392211914, 711.4295043945312, 465.79541015625]",0.9917837381362915,car,0.5057554463026539
dl/data/leboncoin-private/annot/img/0178.jpg,1024,577,1,"[3.871670961380005, 0.0, 977.9461669921875, 570.372314453125]",0.9636102914810181,car,0.9403181947825042
dl/data/leboncoin-private/annot/img/0180.jpg,1024,768,2,"[69.21332550048828, 45.33796691894531, 962.3649291992188, 616.4962158203125]",0.9962170720100403,car,0.6486649907074162
dl/data/leboncoin-private/annot/img/0181.jpg,600,800,1,"[65.95147705078125, 215.7018585205078, 600.0, 655.7474365234375]",0.9977999329566956,car,0.489595189505833
dl/data/leboncoin-private/annot/img/0183.jpg,600,800,3,"[75.18138885498047, 201.76651000976562, 574.6324462890625, 619.9579467773438]",0.9887158274650574,car,0.4351378235488436
dl/data/leboncoin-private/annot/img/0184.jpg,800,600,4,"[2.4432384967803955, 7.020092010498047, 772.4755859375, 347.6060485839844]",0.9997938275337219,car,0.5463795909283847
dl/data/leboncoin-private/annot/img/0186.jpg,800,600,1,"[48.58457946777344, 217.64337158203125, 726.2627563476562, 568.992431640625]",0.9950847029685974,car,0.49604498014368387
dl/data/leboncoin-private/annot/img/0188.jpg,600,800,1,"[4.256446838378906, 12.911419868469238, 597.710205078125, 671.0985717773438]",0.8562932014465332,car,0.8137575810946588
dl/data/leboncoin-private/annot/img/0189.jpg,370,800,1,"[0.0, 77.73834991455078, 368.816162109375, 567.1815185546875]",0.9746871590614319,car,0.609846456177388
dl/data/leboncoin-private/annot/img/0190.jpg,600,800,2,"[69.07662963867188, 302.2462158203125, 574.8211669921875, 740.764892578125]",0.5678964853286743,truck,0.46203838603699116
dl/data/leboncoin-private/annot/img/0191.jpg,600,800,1,"[22.932266235351562, 195.38601684570312, 576.9299926757812, 563.5315551757812]",0.9908835291862488,car,0.4248995650709403
dl/data/leboncoin-private/annot/img/0192.jpg,600,800,1,"[48.41990661621094, 239.61080932617188, 584.4388427734375, 643.027099609375]",0.9949048757553101,car,0.4504974390543697
dl/data/leboncoin-private/annot/img/0193.jpg,606,800,4,"[0.21794769167900085, 43.777835845947266, 600.3712158203125, 683.9739990234375]",0.9868001937866211,car,0.7925243803101953
dl/data/leboncoin-private/annot/img/0198.jpg,800,600,1,"[28.620655059814453, 87.2878189086914, 777.4434204101562, 527.974609375]",0.9983320832252502,car,0.6874922939382246
dl/data/leboncoin-private/annot/img/0199.jpg,800,745,2,"[41.399600982666016, 201.0443572998047, 761.4730224609375, 616.925048828125]",0.910565972328186,car,0.5024574370395087
dl/data/leboncoin-private/annot/img/0200.jpg,600,800,2,"[131.56195068359375, 209.8829803466797, 599.178466796875, 604.3539428710938]",0.989703357219696,car,0.38429403584066507
dl/data/leboncoin-private/annot/img/0202.jpg,601,800,1,"[22.937152862548828, 303.2624816894531, 601.0, 662.4273681640625]",0.9912029504776001,car,0.43182170729474234
dl/data/leboncoin-private/annot/img/0203.jpg,800,549,1,"[16.74498748779297, 80.58373260498047, 779.4300537109375, 461.1869201660156]",0.9884090423583984,car,0.6609297980640437
dl/data/leboncoin-private/annot/img/0204.jpg,800,600,2,"[96.81900024414062, 208.6416778564453, 720.5101928710938, 484.11016845703125]",0.9998378753662109,car,0.35793181548713765
dl/data/leboncoin-private/annot/img/0205.jpg,800,450,1,"[0.0, 95.26817321777344, 779.4475708007812, 385.1358642578125]",0.9988166093826294,car,0.6276018545410829
dl/data/leboncoin-private/annot/img/0206.jpg,800,600,5,"[48.09739685058594, 23.30120086669922, 687.3733520507812, 577.152587890625]",0.8750699758529663,bus,0.7376330718305691
dl/data/leboncoin-private/annot/img/0207.jpg,1024,576,6,"[230.84288024902344, 54.392398834228516, 724.3281860351562, 544.6180419921875]",0.9970652461051941,car,0.41015481129626635
dl/data/leboncoin-private/annot/img/0209.jpg,609,800,1,"[39.21947479248047, 232.73667907714844, 578.5032958984375, 641.5885620117188]",0.9977715611457825,car,0.4525599460084575
dl/data/leboncoin-private/annot/img/0210.jpg,1024,768,1,"[102.7694091796875, 138.6972198486328, 861.5540161132812, 596.6414794921875]",0.9989792704582214,car,0.4418450101866789
dl/data/leboncoin-private/annot/img/0213.jpg,1024,768,3,"[0.0, 9.845067977905273, 978.9096069335938, 706.4402465820312]",0.5822233557701111,truck,0.867085409137982
dl/data/leboncoin-private/annot/img/0215.jpg,1024,576,2,"[58.55129623413086, 77.64564514160156, 882.5083618164062, 469.61907958984375]",0.9970001578330994,car,0.5475689033240085
dl/data/leboncoin-private/annot/img/0216.jpg,369,800,2,"[0.6884056925773621, 169.59716796875, 366.5587463378906, 603.837890625]",0.552711009979248,truck,0.5381971582666301
dl/data/leboncoin-private/annot/img/0218.jpg,800,600,10,"[21.74248504638672, 57.28399658203125, 657.046875, 552.84033203125]",0.994224488735199,car,0.6558939903754459
dl/data/leboncoin-private/annot/img/0219.jpg,800,454,1,"[40.204193115234375, 41.26506042480469, 734.7351684570312, 412.6478576660156]",0.9980061650276184,car,0.7101785693642705
dl/data/leboncoin-private/annot/img/0220.jpg,600,800,1,"[3.2595062255859375, 144.70591735839844, 593.94873046875, 631.9521484375]",0.9972392320632935,car,0.5996064546906665
dl/data/leboncoin-private/annot/img/0223.jpg,800,600,2,"[107.4628677368164, 155.53759765625, 620.8914794921875, 507.52313232421875]",0.9978016018867493,car,0.3764988425469734
dl/data/leboncoin-private/annot/img/0224.jpg,613,800,1,"[16.556640625, 322.4293212890625, 603.7559204101562, 635.3733520507812]",0.9989919066429138,car,0.3747155576597574
dl/data/leboncoin-private/annot/img/0225.jpg,600,800,4,"[1.750030517578125, 130.8890838623047, 465.4382629394531, 798.7899780273438]",0.743766725063324,car,0.645203718850785
dl/data/leboncoin-private/annot/img/0227.jpg,800,600,6,"[2.4425971508026123, 0.0, 646.2770385742188, 591.20849609375]",0.9349945187568665,car,0.7930008163485364
dl/data/leboncoin-private/annot/img/0228.jpg,1024,515,3,"[102.60188293457031, 35.71035385131836, 996.208740234375, 472.7710266113281]",0.9963868856430054,car,0.7405954456811489
dl/data/leboncoin-private/annot/img/0229.jpg,600,800,1,"[37.84014129638672, 316.2298583984375, 548.297119140625, 617.3743896484375]",0.9937834739685059,car,0.32025276524207247
dl/data/leboncoin-private/annot/img/0231.jpg,800,800,5,"[5.805877685546875, 156.86289978027344, 784.29541015625, 647.0694580078125]",0.994413435459137,car,0.5962823036384834
dl/data/leboncoin-private/annot/img/0234.jpg,800,601,2,"[154.7836151123047, 102.54605102539062, 647.432373046875, 424.2323303222656]",0.9985285997390747,car,0.32961386426830025
dl/data/leboncoin-private/annot/img/0235.jpg,240,320,1,"[1.4935364723205566, 33.341732025146484, 228.30032348632812, 308.8392639160156]",0.9352484345436096,car,0.8136029952924104
dl/data/leboncoin-private/annot/img/0236.jpg,1024,576,1,"[168.87977600097656, 59.15652847290039, 785.1591186523438, 397.2230529785156]",0.9989455342292786,car,0.3532298032883587
dl/data/leboncoin-private/annot/img/0240.jpg,600,800,1,"[0.0, 5.638503074645996, 600.0, 535.97412109375]",0.9698765873908997,car,0.66291952252388
dl/data/leboncoin-private/annot/img/0243.jpg,600,800,2,"[59.992698669433594, 90.71653747558594, 600.0, 651.193603515625]",0.9651031494140625,car,0.6305452247707399
dl/data/leboncoin-private/annot/img/0244.jpg,800,601,4,"[59.159908294677734, 99.73528289794922, 577.2368774414062, 476.56097412109375]",0.9584266543388367,car,0.4060414143209395
dl/data/leboncoin-private/annot/img/0245.jpg,600,800,5,"[0.0, 165.75758361816406, 538.94921875, 620.0665893554688]",0.9851722717285156,car,0.5101030910691867
dl/data/leboncoin-private/annot/img/0247.jpg,1024,577,1,"[129.7216796875, 83.00578308105469, 820.2388305664062, 510.9441223144531]",0.9826968908309937,car,0.5001265346743954
dl/data/leboncoin-private/annot/img/0248.jpg,600,800,1,"[27.172805786132812, 259.405029296875, 539.3219604492188, 648.8253784179688]",0.9866272807121277,car,0.41550271377285825
dl/data/leboncoin-private/annot/img/0249.jpg,1024,768,5,"[194.81787109375, 196.8468475341797, 805.0830078125, 619.957275390625]",0.998872697353363,car,0.32833041267769164
dl/data/leboncoin-private/annot/img/0250.jpg,640,480,2,"[5.894718170166016, 22.395118713378906, 496.9120178222656, 465.95074462890625]",0.8621393442153931,car,0.7089631695395152
dl/data/leboncoin-private/annot/img/0251.jpg,800,601,2,"[70.001220703125, 138.35333251953125, 732.9268188476562, 575.0927124023438]",0.9860426783561707,car,0.6021749472589125
dl/data/leboncoin-private/annot/img/0252.jpg,600,800,1,"[22.074874877929688, 140.15762329101562, 572.5953979492188, 656.806396484375]",0.9679813981056213,car,0.592553651796975
dl/data/leboncoin-private/annot/img/0254.jpg,450,800,2,"[6.119285583496094, 102.43663024902344, 450.0, 610.7540893554688]",0.9489608407020569,car,0.6267564358293082
dl/data/leboncoin-private/annot/img/0256.jpg,800,600,3,"[0.786906898021698, 112.5871810913086, 687.3370361328125, 591.9937133789062]",0.9531697630882263,car,0.6857012847876106
dl/data/leboncoin-private/annot/img/0257.jpg,603,800,1,"[8.318416595458984, 240.5253448486328, 597.6544189453125, 800.0]",0.9213833808898926,car,0.6834961788618773
dl/data/leboncoin-private/annot/img/0258.jpg,866,800,1,"[3.868865966796875, 234.45843505859375, 866.0, 698.0830688476562]",0.9991204142570496,car,0.5769417310829864
dl/data/leboncoin-private/annot/img/0259.jpg,600,800,1,"[3.4972686767578125, 158.90940856933594, 565.321533203125, 573.4276733398438]",0.996518611907959,car,0.4851800400779927
dl/data/leboncoin-private/annot/img/0260.jpg,600,800,3,"[68.4250717163086, 241.46963500976562, 531.9998779296875, 611.7041015625]",0.827366054058075,truck,0.35756535642853654
dl/data/leboncoin-private/annot/img/0261.jpg,600,800,1,"[62.7330322265625, 347.62689208984375, 535.7108154296875, 671.7704467773438]",0.9943422079086304,car,0.3194014581993222
dl/data/leboncoin-private/annot/img/0262.jpg,1024,759,2,"[31.668907165527344, 43.0374870300293, 998.0402221679688, 695.0733032226562]",0.9982714653015137,car,0.8107253442064485
dl/data/leboncoin-private/annot/img/0265.jpg,600,800,5,"[0.0, 212.63038635253906, 591.1187744140625, 497.8515625]",0.9998629093170166,car,0.3512491501692178
dl/data/leboncoin-private/annot/img/0267.jpg,600,800,1,"[32.516761779785156, 45.75341796875, 510.0202331542969, 433.0753173828125]",0.9823499917984009,car,0.38530739897830063
dl/data/leboncoin-private/annot/img/0271.jpg,1024,768,1,"[6.262840270996094, 90.74598693847656, 996.809326171875, 612.44482421875]",0.9958586096763611,car,0.6571031570009223
