id,chemin_origine,ad_id,etat_declare,classe_declaree,fichier,vehicule,fraction_cadre,garde
0016,dl/data/leboncoin-private/raw/images/undamaged/3239409486/00.jpg,3239409486,undamaged,intact,0016.jpg,True,0.7369632959610609,True
0017,dl/data/leboncoin-private/raw/images/excellent_condition/3236591536/02.jpg,3236591536,excellent_condition,intact,0017.jpg,False,,False
0018,dl/data/leboncoin-private/raw/images/excellent_condition/3233005161/01.jpg,3233005161,excellent_condition,intact,0018.jpg,True,0.8769572492523687,True
0019,dl/data/leboncoin-private/raw/images/undamaged/3193484681/04.jpg,3193484681,undamaged,intact,0019.jpg,True,0.9827291180308443,True
0020,dl/data/leboncoin-private/raw/images/damaged/3238723084/00.jpg,3238723084,damaged,abime,0020.jpg,True,0.849692075588624,True
0021,dl/data/leboncoin-private/raw/images/not_drivable/3239595405/00.jpg,3239595405,not_drivable,abime,0021.jpg,True,0.6322066280489933,True
0022,dl/data/leboncoin-private/raw/images/undamaged/3240083712/02.jpg,3240083712,undamaged,intact,0022.jpg,True,0.5328347554077453,True
0023,dl/data/leboncoin-private/raw/images/not_drivable/3230846406/02.jpg,3230846406,not_drivable,abime,0023.jpg,True,0.9575518701619868,True
0024,dl/data/leboncoin-private/raw/images/damaged/3236494484/00.jpg,3236494484,damaged,abime,0024.jpg,True,0.2459659383318542,False
0025,dl/data/leboncoin-private/raw/images/not_drivable/3232205335/01.jpg,3232205335,not_drivable,abime,0025.jpg,True,0.54311669975593,True
0026,dl/data/leboncoin-private/raw/images/damaged/3238577466/02.jpg,3238577466,damaged,abime,0026.jpg,True,0.7173830205371823,True
0027,dl/data/leboncoin-private/raw/images/undamaged/3239740659/01.jpg,3239740659,undamaged,intact,0027.jpg,True,0.38904811903156244,True
0028,dl/data/leboncoin-private/raw/images/excellent_condition/3240439796/01.jpg,3240439796,excellent_condition,intact,0028.jpg,True,0.3908375905324021,True
0029,dl/data/leboncoin-private/raw/images/damaged/3238938720/00.jpg,3238938720,damaged,abime,0029.jpg,True,0.3330096733593115,True
0030,dl/data/leboncoin-private/raw/images/not_drivable/3208786393/02.jpg,3208786393,not_drivable,abime,0030.jpg,False,,False
0031,dl/data/leboncoin-private/raw/images/damaged/3235520943/02.jpg,3235520943,damaged,abime,0031.jpg,True,0.9573117876198234,True
0032,dl/data/leboncoin-private/raw/images/damaged/3237214879/00.jpg,3237214879,damaged,abime,0032.jpg,True,0.5212142478885434,True
0033,dl/data/leboncoin-private/raw/images/undamaged/3239617284/02.jpg,3239617284,undamaged,intact,0033.jpg,True,0.9914693772474396,True
0034,dl/data/leboncoin-private/raw/images/damaged/3224986868/01.jpg,3224986868,damaged,abime,0034.jpg,True,0.4381669098099092,True
0035,dl/data/leboncoin-private/raw/images/excellent_condition/3240457251/00.jpg,3240457251,excellent_condition,intact,0035.jpg,True,0.4160713675957629,True
0036,dl/data/leboncoin-private/raw/images/undamaged/3239661740/01.jpg,3239661740,undamaged,intact,0036.jpg,True,0.2054772743589396,False
0037,dl/data/leboncoin-private/raw/images/excellent_condition/3240360501/01.jpg,3240360501,excellent_condition,intact,0037.jpg,True,0.8298966354372582,True
0038,dl/data/leboncoin-private/raw/images/not_drivable/3231791119/02.jpg,3231791119,not_drivable,abime,0038.jpg,True,0.4962093728234633,True
0039,dl/data/leboncoin-private/raw/images/not_drivable/3228911289/00.jpg,3228911289,not_drivable,abime,0039.jpg,True,0.29835819438078237,False
0040,dl/data/leboncoin-private/raw/images/not_drivable/3202330636/01.jpg,3202330636,not_drivable,abime,0040.jpg,True,0.7716347170641875,True
0041,dl/data/leboncoin-private/raw/images/damaged/3226810792/00.jpg,3226810792,damaged,abime,0041.jpg,True,0.17262865219245482,False
0042,dl/data/leboncoin-private/raw/images/not_drivable/3238574989/00.jpg,3238574989,not_drivable,abime,0042.jpg,True,0.44890922800272826,True
0043,dl/data/leboncoin-private/raw/images/not_drivable/3230142316/01.jpg,3230142316,not_drivable,abime,0043.jpg,True,0.749199248221521,True
0044,dl/data/leboncoin-private/raw/images/not_drivable/3237142252/00.jpg,3237142252,not_drivable,abime,0044.jpg,True,0.9903413454691569,True
0045,dl/data/leboncoin-private/raw/images/damaged/3234021784/02.jpg,3234021784,damaged,abime,0045.jpg,True,0.27339779727623015,False
0046,dl/data/leboncoin-private/raw/images/damaged/3237124901/00.jpg,3237124901,damaged,abime,0046.jpg,True,0.7313655415380556,True
0047,dl/data/leboncoin-private/raw/images/damaged/3232909544/01.jpg,3232909544,damaged,abime,0047.jpg,True,0.6306708048499393,True
0048,dl/data/leboncoin-private/raw/images/damaged/3238049561/01.jpg,3238049561,damaged,abime,0048.jpg,True,0.6263305393825729,True
0049,dl/data/leboncoin-private/raw/images/undamaged/3239452327/00.jpg,3239452327,undamaged,intact,0049.jpg,True,0.7138851272265034,True
0050,dl/data/leboncoin-private/raw/images/not_drivable/3216550515/02.jpg,3216550515,not_drivable,abime,0050.jpg,True,0.9593580273454391,True
0051,dl/data/leboncoin-private/raw/images/not_drivable/3219808843/01.jpg,3219808843,not_drivable,abime,0051.jpg,True,0.3424690712062118,True
0052,dl/data/leboncoin-private/raw/images/damaged/3227287620/01.jpg,3227287620,damaged,abime,0052.jpg,True,0.6863586990058574,True
0053,dl/data/leboncoin-private/raw/images/excellent_condition/3240366537/02.jpg,3240366537,excellent_condition,intact,0053.jpg,True,0.224980110067872,False
0054,dl/data/leboncoin-private/raw/images/undamaged/3240334348/00.jpg,3240334348,undamaged,intact,0054.jpg,True,0.46326072295526366,True
0055,dl/data/leboncoin-private/raw/images/not_drivable/3212499193/00.jpg,3212499193,not_drivable,abime,0055.jpg,True,0.6057784080505371,True
0056,dl/data/leboncoin-private/raw/images/damaged/3240284488/01.jpg,3240284488,damaged,abime,0056.jpg,True,0.5928163209037884,True
0057,dl/data/leboncoin-private/raw/images/excellent_condition/3238337702/01.jpg,3238337702,excellent_condition,intact,0057.jpg,True,0.8888020293214398,True
0058,dl/data/leboncoin-private/raw/images/excellent_condition/3240477506/01.jpg,3240477506,excellent_condition,intact,0058.jpg,False,,False
0059,dl/data/leboncoin-private/raw/images/not_drivable/3236181853/00.jpg,3236181853,not_drivable,abime,0059.jpg,True,0.6013857893129826,True
0060,dl/data/leboncoin-private/raw/images/not_drivable/3236427342/01.jpg,3236427342,not_drivable,abime,0060.jpg,True,0.44155151758868233,True
0061,dl/data/leboncoin-private/raw/images/not_drivable/3225970283/02.jpg,3225970283,not_drivable,abime,0061.jpg,False,,False
0062,dl/data/leboncoin-private/raw/images/undamaged/3240064691/02.jpg,3240064691,undamaged,intact,0062.jpg,True,0.23739666411290988,False
0063,dl/data/leboncoin-private/raw/images/damaged/3237625715/01.jpg,3237625715,damaged,abime,0063.jpg,True,0.9227776073656534,True
0064,dl/data/leboncoin-private/raw/images/not_drivable/3222105945/02.jpg,3222105945,not_drivable,abime,0064.jpg,True,0.8526553241964746,True
0065,dl/data/leboncoin-private/raw/images/undamaged/3240065436/02.jpg,3240065436,undamaged,intact,0065.jpg,True,0.9171222866130152,True
0066,dl/data/leboncoin-private/raw/images/excellent_condition/3240470544/01.jpg,3240470544,excellent_condition,intact,0066.jpg,True,0.7452521344726102,True
0067,dl/data/leboncoin-private/raw/images/excellent_condition/3240395938/00.jpg,3240395938,excellent_condition,intact,0067.jpg,True,0.8498970235478599,True
0068,dl/data/leboncoin-private/raw/images/undamaged/3239279702/01.jpg,3239279702,undamaged,intact,0068.jpg,True,0.8477092416063529,True
0069,dl/data/leboncoin-private/raw/images/excellent_condition/3240441316/01.jpg,3240441316,excellent_condition,intact,0069.jpg,True,0.8241108002496295,True
0070,dl/data/leboncoin-private/raw/images/excellent_condition/3240389389/01.jpg,3240389389,excellent_condition,intact,0070.jpg,False,,False
0071,dl/data/leboncoin-private/raw/images/damaged/2945872401/01.jpg,2945872401,damaged,abime,0071.jpg,True,0.8528253527023664,True
0072,dl/data/leboncoin-private/raw/images/not_drivable/3239004654/00.jpg,3239004654,not_drivable,abime,0072.jpg,True,0.7028340530395508,True
0073,dl/data/leboncoin-private/raw/images/undamaged/3239908350/01.jpg,3239908350,undamaged,intact,0073.jpg,True,0.6311650516959946,True
0074,dl/data/leboncoin-private/raw/images/excellent_condition/3238375109/02.jpg,3238375109,excellent_condition,intact,0074.jpg,True,0.9197735268603152,True
0075,dl/data/leboncoin-private/raw/images/damaged/3237458893/02.jpg,3237458893,damaged,abime,0075.jpg,False,,False
0076,dl/data/leboncoin-private/raw/images/undamaged/3240351015/01.jpg,3240351015,undamaged,intact,0076.jpg,True,0.5865075391746114,True
0077,dl/data/leboncoin-private/raw/images/not_drivable/3239683951/00.jpg,3239683951,not_drivable,abime,0077.jpg,True,0.3959520638375276,True
0078,dl/data/leboncoin-private/raw/images/not_drivable/3214158011/02.jpg,3214158011,not_drivable,abime,0078.jpg,True,0.4174012509220706,True
0079,dl/data/leboncoin-private/raw/images/damaged/3234349497/00.jpg,3234349497,damaged,abime,0079.jpg,True,0.1670535621649634,False
0080,dl/data/leboncoin-private/raw/images/not_drivable/3236370662/00.jpg,3236370662,not_drivable,abime,0080.jpg,True,0.23251521367342987,False
0081,dl/data/leboncoin-private/raw/images/excellent_condition/3240474217/02.jpg,3240474217,excellent_condition,intact,0081.jpg,True,0.7980987358093262,True
0082,dl/data/leboncoin-private/raw/images/excellent_condition/3240432959/01.jpg,3240432959,excellent_condition,intact,0082.jpg,True,0.5204917095546049,True
0083,dl/data/leboncoin-private/raw/images/excellent_condition/3205831782/01.jpg,3205831782,excellent_condition,intact,0083.jpg,True,0.6277538870170363,True
0084,dl/data/leboncoin-private/raw/images/not_drivable/3225667503/01.jpg,3225667503,not_drivable,abime,0084.jpg,True,0.42205453984130903,True
0085,dl/data/leboncoin-private/raw/images/excellent_condition/3240466880/00.jpg,3240466880,excellent_condition,intact,0085.jpg,True,0.27087842059708606,False
0086,dl/data/leboncoin-private/raw/images/damaged/3239125113/02.jpg,3239125113,damaged,abime,0086.jpg,True,0.40890759435085783,True
0087,dl/data/leboncoin-private/raw/images/not_drivable/3233208210/02.jpg,3233208210,not_drivable,abime,0087.jpg,False,,False
0088,dl/data/leboncoin-private/raw/images/not_drivable/3236147573/00.jpg,3236147573,not_drivable,abime,0088.jpg,True,0.4712430635347154,True
0089,dl/data/leboncoin-private/raw/images/excellent_condition/3240318536/01.jpg,3240318536,excellent_condition,intact,0089.jpg,True,0.6964429986260974,True
0090,dl/data/leboncoin-private/raw/images/damaged/3238290783/00.jpg,3238290783,damaged,abime,0090.jpg,True,0.7037932721610454,True
0091,dl/data/leboncoin-private/raw/images/not_drivable/3237143984/02.jpg,3237143984,not_drivable,abime,0091.jpg,True,0.2915183315191384,False
0092,dl/data/leboncoin-private/raw/images/undamaged/3239247567/01.jpg,3239247567,undamaged,intact,0092.jpg,True,0.26297037382598953,False
0093,dl/data/leboncoin-private/raw/images/excellent_condition/3240404032/01.jpg,3240404032,excellent_condition,intact,0093.jpg,True,0.33827791743245084,True
0094,dl/data/leboncoin-private/raw/images/damaged/3208561378/00.jpg,3208561378,damaged,abime,0094.jpg,True,0.23358598222967203,False
0095,dl/data/leboncoin-private/raw/images/damaged/3229129346/00.jpg,3229129346,damaged,abime,0095.jpg,True,0.30299937686822764,True
0096,dl/data/leboncoin-private/raw/images/damaged/3233350534/02.jpg,3233350534,damaged,abime,0096.jpg,True,0.517668008658294,True
0097,dl/data/leboncoin-private/raw/images/damaged/3239448826/02.jpg,3239448826,damaged,abime,0097.jpg,True,0.997745246887207,True
0098,dl/data/leboncoin-private/raw/images/not_drivable/3194553960/01.jpg,3194553960,not_drivable,abime,0098.jpg,True,0.4940718575318897,True
0099,dl/data/leboncoin-private/raw/images/not_drivable/3230838866/00.jpg,3230838866,not_drivable,abime,0099.jpg,True,0.8727747539098538,True
0100,dl/data/leboncoin-private/raw/images/excellent_condition/3240479282/00.jpg,3240479282,excellent_condition,intact,0100.jpg,True,0.8653438315284885,True
0101,dl/data/leboncoin-private/raw/images/damaged/3174519153/02.jpg,3174519153,damaged,abime,0101.jpg,True,0.47310866455621725,True
0102,dl/data/leboncoin-private/raw/images/damaged/3238465691/01.jpg,3238465691,damaged,abime,0102.jpg,True,0.31149697587753955,True
0103,dl/data/leboncoin-private/raw/images/excellent_condition/3240465706/02.jpg,3240465706,excellent_condition,intact,0103.jpg,True,0.3282165963462647,True
0104,dl/data/leboncoin-private/raw/images/not_drivable/3239411696/02.jpg,3239411696,not_drivable,abime,0104.jpg,True,0.516569085034293,True
0105,dl/data/leboncoin-private/raw/images/undamaged/3239505012/02.jpg,3239505012,undamaged,intact,0105.jpg,True,0.9504502958421098,True
0106,dl/data/leboncoin-private/raw/images/excellent_condition/3240381416/00.jpg,3240381416,excellent_condition,intact,0106.jpg,True,0.44815106141302435,True
0107,dl/data/leboncoin-private/raw/images/not_drivable/3232711539/00.jpg,3232711539,not_drivable,abime,0107.jpg,True,0.3349500719446528,True
0108,dl/data/leboncoin-private/raw/images/damaged/3235947045/00.jpg,3235947045,damaged,abime,0108.jpg,True,0.3778999264249785,True
0109,dl/data/leboncoin-private/raw/images/damaged/3234892825/00.jpg,3234892825,damaged,abime,0109.jpg,True,0.31377730916048674,True
0110,dl/data/leboncoin-private/raw/images/excellent_condition/3240415711/00.jpg,3240415711,excellent_condition,intact,0110.jpg,True,0.40524585723876955,True
0111,dl/data/leboncoin-private/raw/images/not_drivable/3237369940/00.jpg,3237369940,not_drivable,abime,0111.jpg,True,0.9681584273095881,True
0112,dl/data/leboncoin-private/raw/images/undamaged/3239473463/00.jpg,3239473463,undamaged,intact,0112.jpg,True,0.3807531323748984,True
0113,dl/data/leboncoin-private/raw/images/not_drivable/3175505943/00.jpg,3175505943,not_drivable,abime,0113.jpg,True,0.3704412216412907,True
0114,dl/data/leboncoin-private/raw/images/not_drivable/3230559470/00.jpg,3230559470,not_drivable,abime,0114.jpg,True,0.4353158832726913,True
0115,dl/data/leboncoin-private/raw/images/not_drivable/3229758849/00.jpg,3229758849,not_drivable,abime,0115.jpg,True,0.5175978323159507,True
0116,dl/data/leboncoin-private/raw/images/damaged/2925129334/01.jpg,2925129334,damaged,abime,0116.jpg,True,0.4187071318585299,True
0117,dl/data/leboncoin-private/raw/images/damaged/3235779616/00.jpg,3235779616,damaged,abime,0117.jpg,True,0.343614357366149,True
0118,dl/data/leboncoin-private/raw/images/undamaged/3239548107/01.jpg,3239548107,undamaged,intact,0118.jpg,True,0.47005701663524474,True
0119,dl/data/leboncoin-private/raw/images/excellent_condition/3240439467/02.jpg,3240439467,excellent_condition,intact,0119.jpg,True,0.1423672315591753,False
0120,dl/data/leboncoin-private/raw/images/excellent_condition/3240349563/00.jpg,3240349563,excellent_condition,intact,0120.jpg,True,0.514412605144269,True
0121,dl/data/leboncoin-private/raw/images/damaged/3228459141/02.jpg,3228459141,damaged,abime,0121.jpg,True,0.35455036486143754,True
0122,dl/data/leboncoin-private/raw/images/undamaged/3240440425/01.jpg,3240440425,undamaged,intact,0122.jpg,True,0.6544613137376303,True
0123,dl/data/leboncoin-private/raw/images/undamaged/3240281741/02.jpg,3240281741,undamaged,intact,0123.jpg,True,0.9867939998933977,True
0124,dl/data/leboncoin-private/raw/images/damaged/3210860161/01.jpg,3210860161,damaged,abime,0124.jpg,True,0.9147032718307737,True
0125,dl/data/leboncoin-private/raw/images/undamaged/3239617523/00.jpg,3239617523,undamaged,intact,0125.jpg,True,0.6017315654659655,True
0126,dl/data/leboncoin-private/raw/images/damaged/3230359824/02.jpg,3230359824,damaged,abime,0126.jpg,True,0.6407885740480181,True
0127,dl/data/leboncoin-private/raw/images/excellent_condition/3238258500/01.jpg,3238258500,excellent_condition,intact,0127.jpg,True,0.43770761456688906,True
0128,dl/data/leboncoin-private/raw/images/not_drivable/3225023616/00.jpg,3225023616,not_drivable,abime,0128.jpg,True,0.4278118673727622,True
0129,dl/data/leboncoin-private/raw/images/damaged/3212651858/02.jpg,3212651858,damaged,abime,0129.jpg,True,0.9849997808535894,True
0130,dl/data/leboncoin-private/raw/images/damaged/3236930801/02.jpg,3236930801,damaged,abime,0130.jpg,True,0.6462150815813612,True
0131,dl/data/leboncoin-private/raw/images/damaged/3238685731/00.jpg,3238685731,damaged,abime,0131.jpg,True,0.3125948383178066,True
0132,dl/data/leboncoin-private/raw/images/damaged/3230901351/00.jpg,3230901351,damaged,abime,0132.jpg,True,0.3750620098278971,True
0133,dl/data/leboncoin-private/raw/images/undamaged/3198517015/02.jpg,3198517015,undamaged,intact,0133.jpg,False,,False
0134,dl/data/leboncoin-private/raw/images/not_drivable/3040137224/02.jpg,3040137224,not_drivable,abime,0134.jpg,True,0.8558541107177734,True
0135,dl/data/leboncoin-private/raw/images/not_drivable/3194262940/00.jpg,3194262940,not_drivable,abime,0135.jpg,True,0.694305713153801,True
0136,dl/data/leboncoin-private/raw/images/undamaged/3240232002/00.jpg,3240232002,undamaged,intact,0136.jpg,True,0.38443826119855684,True
0137,dl/data/leboncoin-private/raw/images/undamaged/3206025791/00.jpg,3206025791,undamaged,intact,0137.jpg,True,0.6142351080670766,True
0138,dl/data/leboncoin-private/raw/images/not_drivable/3234600325/01.jpg,3234600325,not_drivable,abime,0138.jpg,True,0.7192025756835938,True
0139,dl/data/leboncoin-private/raw/images/not_drivable/3221547299/01.jpg,3221547299,not_drivable,abime,0139.jpg,True,0.6675357899616676,True
0140,dl/data/leboncoin-private/raw/images/not_drivable/3234619197/00.jpg,3234619197,not_drivable,abime,0140.jpg,True,0.6261593446979412,True
0141,dl/data/leboncoin-private/raw/images/damaged/3194799967/02.jpg,3194799967,damaged,abime,0141.jpg,True,0.9594780250112832,True
0142,dl/data/leboncoin-private/raw/images/excellent_condition/3240331179/02.jpg,3240331179,excellent_condition,intact,0142.jpg,True,0.7851233072867719,True
0143,dl/data/leboncoin-private/raw/images/not_drivable/3239175381/07.jpg,3239175381,not_drivable,abime,0143.jpg,True,0.6095877292035745,True
0144,dl/data/leboncoin-private/raw/images/excellent_condition/3192380686/00.jpg,3192380686,excellent_condition,intact,0144.jpg,True,0.4254474365472675,True
0145,dl/data/leboncoin-private/raw/images/excellent_condition/3240347619/00.jpg,3240347619,excellent_condition,intact,0145.jpg,True,0.8509556883064486,True
0146,dl/data/leboncoin-private/raw/images/damaged/3214429136/02.jpg,3214429136,damaged,abime,0146.jpg,True,0.1921470021931629,False
0147,dl/data/leboncoin-private/raw/images/excellent_condition/3240368283/01.jpg,3240368283,excellent_condition,intact,0147.jpg,True,0.6310975108225317,True
0148,dl/data/leboncoin-private/raw/images/undamaged/3239695249/02.jpg,3239695249,undamaged,intact,0148.jpg,True,0.7332058143615382,True
0149,dl/data/leboncoin-private/raw/images/undamaged/3239695946/00.jpg,3239695946,undamaged,intact,0149.jpg,True,0.25850338469079387,False
0150,dl/data/leboncoin-private/raw/images/not_drivable/3225158676/00.jpg,3225158676,not_drivable,abime,0150.jpg,True,0.7858035762954578,True
0151,dl/data/leboncoin-private/raw/images/not_drivable/3236299790/01.jpg,3236299790,not_drivable,abime,0151.jpg,True,0.9822171540440103,True
0152,dl/data/leboncoin-private/raw/images/undamaged/3239472246/07.jpg,3239472246,undamaged,intact,0152.jpg,True,0.9860224723815918,True
0153,dl/data/leboncoin-private/raw/images/undamaged/3239936174/00.jpg,3239936174,undamaged,intact,0153.jpg,True,0.595037105042924,True
0154,dl/data/leboncoin-private/raw/images/damaged/3234106841/00.jpg,3234106841,damaged,abime,0154.jpg,True,0.6489358532532113,True
0155,dl/data/leboncoin-private/raw/images/undamaged/3240099075/02.jpg,3240099075,undamaged,intact,0155.jpg,False,,False
0156,dl/data/leboncoin-private/raw/images/undamaged/3240199043/00.jpg,3240199043,undamaged,intact,0156.jpg,True,0.6791718864399116,True
0157,dl/data/leboncoin-private/raw/images/excellent_condition/3240477317/00.jpg,3240477317,excellent_condition,intact,0157.jpg,True,0.2879928822037915,False
0158,dl/data/leboncoin-private/raw/images/excellent_condition/3240371020/01.jpg,3240371020,excellent_condition,intact,0158.jpg,True,0.7204440417733743,True
0159,dl/data/leboncoin-private/raw/images/excellent_condition/3240389620/02.jpg,3240389620,excellent_condition,intact,0159.jpg,True,0.5399422267704851,True
0160,dl/data/leboncoin-private/raw/images/excellent_condition/3240452884/00.jpg,3240452884,excellent_condition,intact,0160.jpg,True,0.6715778425649161,True
0161,dl/data/leboncoin-private/raw/images/undamaged/3239223665/01.jpg,3239223665,undamaged,intact,0161.jpg,True,0.4467472551747982,True
0162,dl/data/leboncoin-private/raw/images/undamaged/3240285407/02.jpg,3240285407,undamaged,intact,0162.jpg,True,0.6648941255951231,True
0163,dl/data/leboncoin-private/raw/images/undamaged/3240091568/01.jpg,3240091568,undamaged,intact,0163.jpg,True,0.47234275817871096,True
0164,dl/data/leboncoin-private/raw/images/not_drivable/3232701982/00.jpg,3232701982,not_drivable,abime,0164.jpg,True,0.7837517975624383,True
0165,dl/data/leboncoin-private/raw/images/undamaged/3205705933/01.jpg,3205705933,undamaged,intact,0165.jpg,True,0.4002333243511007,True
0166,dl/data/leboncoin-private/raw/images/excellent_condition/3205608212/03.jpg,3205608212,excellent_condition,intact,0166.jpg,True,0.8412661283274298,True
0167,dl/data/leboncoin-private/raw/images/damaged/3230798380/02.jpg,3230798380,damaged,abime,0167.jpg,True,0.6317654978587847,True
0168,dl/data/leboncoin-private/raw/images/damaged/3181468524/01.jpg,3181468524,damaged,abime,0168.jpg,True,0.5930114311473735,True
0169,dl/data/leboncoin-private/raw/images/damaged/3233723920/02.jpg,3233723920,damaged,abime,0169.jpg,False,,False
0170,dl/data/leboncoin-private/raw/images/excellent_condition/3240447303/02.jpg,3240447303,excellent_condition,intact,0170.jpg,True,0.510784944246967,True
0171,dl/data/leboncoin-private/raw/images/undamaged/3239306629/01.jpg,3239306629,undamaged,intact,0171.jpg,True,0.2673476210224577,False
0172,dl/data/leboncoin-private/raw/images/excellent_condition/3240476765/00.jpg,3240476765,excellent_condition,intact,0172.jpg,True,0.6897795173118259,True
0173,dl/data/leboncoin-private/raw/images/excellent_condition/3157729778/00.jpg,3157729778,excellent_condition,intact,0173.jpg,True,0.6473112463541382,True
0174,dl/data/leboncoin-private/raw/images/not_drivable/3224317811/01.jpg,3224317811,not_drivable,abime,0174.jpg,True,0.3629218516570724,True
0175,dl/data/leboncoin-private/raw/images/undamaged/3239572065/02.jpg,3239572065,undamaged,intact,0175.jpg,True,0.9800799052260823,True
0176,dl/data/leboncoin-private/raw/images/undamaged/3240114862/01.jpg,3240114862,undamaged,intact,0176.jpg,True,0.2842419352774479,False
0177,dl/data/leboncoin-private/raw/images/undamaged/3239925514/00.jpg,3239925514,undamaged,intact,0177.jpg,True,0.5057554463026539,True
0178,dl/data/leboncoin-private/raw/images/damaged/3221890180/04.jpg,3221890180,damaged,abime,0178.jpg,True,0.9403181947825042,True
0179,dl/data/leboncoin-private/raw/images/excellent_condition/3236162089/11.jpg,3236162089,excellent_condition,intact,0179.jpg,True,0.706875605214492,True
0180,dl/data/leboncoin-private/raw/images/excellent_condition/3240476322/01.jpg,3240476322,excellent_condition,intact,0180.jpg,True,0.6486649907074162,True
0181,dl/data/leboncoin-private/raw/images/excellent_condition/3240452298/03.jpg,3240452298,excellent_condition,intact,0181.jpg,True,0.489595189505833,True
0182,dl/data/leboncoin-private/raw/images/undamaged/3239890612/02.jpg,3239890612,undamaged,intact,0182.jpg,True,0.8153614525307818,True
0183,dl/data/leboncoin-private/raw/images/excellent_condition/3240429648/02.jpg,3240429648,excellent_condition,intact,0183.jpg,True,0.4351378235488436,True
0184,dl/data/leboncoin-private/raw/images/undamaged/3240350543/01.jpg,3240350543,undamaged,intact,0184.jpg,True,0.5463795909283847,True
0185,dl/data/leboncoin-private/raw/images/not_drivable/3210572441/05.jpg,3210572441,not_drivable,abime,0185.jpg,True,0.32765287905580703,True
0186,dl/data/leboncoin-private/raw/images/damaged/3237512380/01.jpg,3237512380,damaged,abime,0186.jpg,True,0.49604498014368387,True
0187,dl/data/leboncoin-private/raw/images/damaged/3209911071/00.jpg,3209911071,damaged,abime,0187.jpg,True,0.9596601072529651,True
0188,dl/data/leboncoin-private/raw/images/not_drivable/3225260606/00.jpg,3225260606,not_drivable,abime,0188.jpg,True,0.8137575810946588,True
0189,dl/data/leboncoin-private/raw/images/not_drivable/3234865021/00.jpg,3234865021,not_drivable,abime,0189.jpg,True,0.609846456177388,True
0190,dl/data/leboncoin-private/raw/images/damaged/2855688122/00.jpg,2855688122,damaged,abime,0190.jpg,True,0.46203838603699116,True
0191,dl/data/leboncoin-private/raw/images/excellent_condition/3240430633/01.jpg,3240430633,excellent_condition,intact,0191.jpg,True,0.4248995650709403,True
0192,dl/data/leboncoin-private/raw/images/excellent_condition/3240397409/00.jpg,3240397409,excellent_condition,intact,0192.jpg,True,0.4504974390543697,True
0193,dl/data/leboncoin-private/raw/images/damaged/3209714855/01.jpg,3209714855,damaged,abime,0193.jpg,True,0.7925243803101953,True
0194,dl/data/leboncoin-private/raw/images/excellent_condition/3240458760/01.jpg,3240458760,excellent_condition,intact,0194.jpg,True,0.2986201331333789,False
0195,dl/data/leboncoin-private/raw/images/not_drivable/3230660715/02.jpg,3230660715,not_drivable,abime,0195.jpg,True,0.7281321519964173,True
0196,dl/data/leboncoin-private/raw/images/not_drivable/3237136386/02.jpg,3237136386,not_drivable,abime,0196.jpg,False,,False
0197,dl/data/leboncoin-private/raw/images/damaged/3234150934/00.jpg,3234150934,damaged,abime,0197.jpg,True,0.2293684353230602,False
